donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH14-bin.2	environment	M_h2s_e	0.0001007546849124692	0.002956347412985294	0.042	CD_X	SC1_X
CH9-bin.6	CH9-bin.1	M_co2_e	0.00010069459857965169	0.0022880195998512065	0.527	CM_X	SC1_X
CH9-bin.2	environment	M_co2_e	9.654984949148684e-05	0.0021938410909346125	0.944	CM_X	SC1_X
CH3-bin.2	environment	M_ch4s_e	9.49861792490996e-05	0.0019744649824267758	0.34	M_X	SC1_X
CH3-bin.2	CH3-bin.1	M_mal__L_e	8.940707141077463e-05	0.0006769601246808517	0.001	M_X	SC1_X
CH3-bin.1	environment	M_ch4s_e	8.742786772763054e-05	0.0018173513734429194	0.665	M_X	SC1_X
CH14-bin.1	CH14-bin.2	M_anhgm_e	8.707206107301181e-05	0.00018237331684746853	0.045	CD_X	SC1_X
CH9-bin.0	CH9-bin.2	M_co2_e	8.153442658735672e-05	0.0018526551446246082	0.039	CM_X	SC1_X
CH9-bin.0	CH9-bin.5	M_co2_e	8.131692687286429e-05	0.0018477130363413416	0.25	CM_X	SC1_X
CH3-bin.0	environment	M_glyc_e	8.093242491860168e-05	0.0008788071353418176	0.006	M_X	SC1_X
CH3-bin.0	environment	M_inost_e	7.992302482657595e-05	0.00044363380074411297	0.957	M_X	SC1_X
CH9-bin.0	CH9-bin.4	M_12ppd__R_e	7.884574149167471e-05	0.0010361610360287426	0.172	CM_X	SC1_X
CH9-bin.4	CH9-bin.5	M_ppa_e	7.761954219788249e-05	0.0010622569768043216	0.18	CM_X	SC1_X
CH3-bin.2	CH3-bin.1	M_ura_e	7.277248341384682e-05	0.0006492523050377727	1.0	M_X	SC1_X
CH3-bin.1	CH3-bin.0	M_mal__L_e	7.246836584720939e-05	0.0005487059715215361	0.201	M_X	SC1_X
CH3-bin.2	CH3-bin.1	M_gua_e	7.203376279396609e-05	0.0004766473701328898	0.999	M_X	SC1_X
CH3-bin.2	CH3-bin.0	M_mal__L_e	7.14796302153554e-05	0.0005412195995147731	0.697	M_X	SC1_X
CH9-bin.5	CH9-bin.0	M_acald_e	7.065856490535967e-05	0.0016039662970771102	0.066	CM_X	SC1_X
CH9-bin.2	environment	M_h2s_e	7.009713417212623e-05	0.0020567925099213118	0.236	CM_X	SC1_X
CH9-bin.6	environment	M_acald_e	6.936730643725142e-05	0.0015746544214901212	0.315	CM_X	SC1_X
